"","FID_","latitude","longitude","species","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"73607",24847,34.44472,-85.54916,"montana",140,130,39,7535,303,-30,333,55,195,234,40,1498,169,86,17,448,297,336,417
"73614",23923,37.419998,-89.330002,"montana",131,118,31,8962,314,-56,370,131,195,243,10,1212,129,76,15,367,259,298,274
"73630",23373,38.9025,-77.6744,"montana",121,122,33,8504,301,-58,359,207,8,229,8,1037,103,69,12,289,216,289,216
"73631",23374,38.866402,-77.706398,"montana",119,120,33,8482,297,-59,356,205,6,225,6,1053,105,70,12,295,217,294,217
"73638",23381,38.8664,-77.7064,"montana",119,120,33,8482,297,-59,356,205,6,225,6,1053,105,70,12,295,217,294,217
"73640",23383,38.8664,-77.7064,"montana",119,120,33,8482,297,-59,356,205,6,225,6,1053,105,70,12,295,217,294,217
"73641",23477,38.970001,-77.179398,"montana",129,121,33,8563,310,-48,358,237,16,237,16,1013,100,69,12,286,218,286,218
"73644",23480,38.9694,-77.1767,"montana",129,121,33,8563,310,-48,358,237,16,237,16,1013,100,69,12,286,218,286,218
"73661",23663,38.925301,-77.052803,"montana",130,117,33,8562,308,-46,354,238,16,238,16,1039,104,71,12,294,226,294,226
"73674",23676,39.300213,-76.610519,"montana",133,117,32,8764,318,-43,361,245,18,245,18,1101,106,77,11,303,248,303,248
"73678",23680,38.7189,-77.1103,"montana",132,115,33,8432,306,-42,348,231,20,238,20,998,104,71,11,286,225,283,225
"73686",23688,38.9786,-76.9169,"montana",129,118,33,8514,309,-46,355,237,17,237,17,1058,106,70,12,300,229,300,229
"73694",24805,33.275,-87.36639,"montana",166,131,39,7358,326,-4,330,84,220,258,68,1462,164,84,18,442,276,339,417
"73701",24998,33.085602,-87.5158,"montana",170,130,39,7287,329,2,327,90,223,262,74,1426,160,83,19,437,269,327,410
"73711",25156,37.89722,-78.43611,"montana",133,128,36,8072,308,-43,351,227,26,235,26,1114,113,77,13,316,236,312,236
"73725",0,38.2825,-77.0058,"montana",139,244,31,1027,110,71,11,294,234,294,234,115,33,8271,313,-31,344,244,31
"73727",0,39.297798,-76.330597,"montana",131,241,0,1107,109,74,12,313,248,313,248,114,32,8641,311,-43,354,241,29
"73815",22333,43.0328,-85.5472,"muehlenbergii",85,112,29,9549,283,-96,379,195,-30,204,-42,880,100,37,23,266,150,252,156
"73870",23256,40.0715,-86.0522,"muehlenbergii",104,115,30,9525,293,-88,381,202,-26,221,-26,995,111,54,20,306,186,297,186
"73919",23306,40.2783,-83.0074,"muehlenbergii",101,120,32,9118,289,-85,374,194,-23,213,-23,959,106,52,21,307,180,295,180
"74009",52266,41.333992,-93.566643,"muehlenbergii",97,122,28,10545,304,-120,424,206,-46,227,-46,869,117,27,42,325,92,317,92
"74056",51775,42.847778,-91.342705,"muehlenbergii",80,123,28,10780,290,-145,435,211,-68,211,-68,839,108,23,44,318,86,318,86
"74164",22482,41.8981,-87.6502,"muehlenbergii",99,98,25,9834,287,-91,378,222,-32,222,-32,916,100,38,27,297,145,297,145
"74286",23353,39.007233,-94.342506,"muehlenbergii",124,121,30,9702,318,-80,398,223,-6,244,-6,977,128,33,41,356,105,332,105
"74312",23438,40.32,-92.94,"muehlenbergii",105,124,30,9921,306,-102,408,207,-30,227,-30,1032,115,45,28,337,153,323,153
"74344",23800,38.5672,-95.2878,"muehlenbergii",128,124,31,9582,324,-76,400,226,-1,248,-1,974,143,30,43,360,98,339,98
"74373",23954,37.500797,-94.344086,"muehlenbergii",134,125,32,9067,323,-60,383,184,13,248,13,1101,136,41,31,369,151,321,151
"74519",52920,38.279,-95.2878,"muehlenbergii",131,125,31,9545,327,-74,401,227,1,249,1,1002,144,30,41,357,104,342,104
"74614",22794,41.4021,-74.3064,"muehlenbergii",98,118,31,9064,289,-86,375,191,-23,212,-23,1120,109,72,11,311,238,302,238
"74618",22901,40.0104,-78.4896,"muehlenbergii",101,126,34,8670,290,-76,366,189,-14,210,-14,951,98,60,15,284,189,269,189
"74677",24745,35.8582,-82.7116,"muehlenbergii",123,136,40,7371,289,-46,335,216,78,216,25,1099,114,69,14,312,225,312,251
"74696",25099,33.74,-105.456,"muehlenbergii",119,172,46,7176,305,-61,366,203,37,213,28,344,74,9,76,190,36,178,41
"74765",24015,38.2,-91.12,"muehlenbergii",125,140,35,9067,321,-79,400,178,1,237,1,1025,115,50,20,307,183,277,183
"74835",24171,37.3169,-91.9641,"muehlenbergii",127,136,34,8902,320,-75,395,128,6,237,6,1087,117,51,19,327,198,280,198
"74843",24179,36.1539,-91.4815,"muehlenbergii",143,141,36,8507,334,-49,383,143,250,250,29,1192,125,76,17,362,258,258,269
"74897",24310,37.31,-89.55,"muehlenbergii",138,121,32,9034,324,-53,377,138,201,251,16,1182,127,75,16,359,259,285,267
"74907",24350,38.216721,-92.429871,"muehlenbergii",130,133,33,9202,324,-75,399,181,4,244,4,1025,125,40,27,327,155,283,155
"75015",53294,37.89,-90.32,"muehlenbergii",123,128,33,8989,311,-71,382,122,1,235,1,1093,116,59,18,325,210,287,210
"75199",53493,39.2188,-96.5284,"muehlenbergii",121,131,31,10043,327,-94,421,222,-15,246,-15,864,136,20,51,355,70,327,70
"75245",24575,36.51,-90.6,"muehlenbergii",144,130,34,8714,332,-44,376,144,207,253,27,1203,128,75,16,367,254,263,286
"75265",53653,37.121334,-89.196915,"muehlenbergii",141,114,30,8962,323,-46,369,142,204,253,20,1214,128,74,15,367,253,292,287
"75270",54202,37.09,-89.78,"muehlenbergii",138,124,32,9020,326,-54,380,139,201,250,16,1190,127,74,17,367,258,280,268
"75283",24439,35.9175,-92.7033,"muehlenbergii",144,141,37,8278,330,-50,380,144,32,248,32,1139,133,57,20,354,230,254,230
"75391",25746,30.4569,-84.2791,"muehlenbergii",194,131,45,5976,329,40,289,267,157,267,115,1495,191,73,26,509,264,509,353
"75394",25749,30.45846,-84.27767,"muehlenbergii",194,131,45,5976,329,40,289,267,157,267,115,1495,191,73,26,509,264,509,353
"75458",128501,34.884686,-86.310492,"muehlenbergii",137,124,37,7671,300,-34,334,51,193,233,35,1533,172,93,17,445,302,333,422
"75536",107542,41.86649,-84.950961,"muehlenbergii",86,112,29,9490,279,-98,377,183,-41,204,-41,903,98,44,23,281,154,281,154
"75543",110612,40.175021,-87.451669,"muehlenbergii",107,118,30,9659,298,-91,389,206,-25,225,-25,988,110,47,24,318,172,310,172
"75598",113472,39.063346,-85.435106,"muehlenbergii",118,122,33,8924,302,-67,369,116,-2,228,-2,1096,119,70,17,330,229,300,229
"75641",110575,39.264369,-94.134649,"muehlenbergii",118,122,30,9738,314,-87,401,218,-14,238,-14,983,121,32,40,355,108,332,108
"75655",111284,38.997297,-94.30187,"muehlenbergii",122,121,30,9636,316,-81,397,220,-7,242,-7,984,129,33,41,358,106,334,106
"75727",115380,38.893255,-95.010252,"muehlenbergii",128,117,29,9649,321,-73,394,226,-1,247,-1,963,141,29,44,362,95,341,95
"75757",117187,38.369302,-90.791804,"muehlenbergii",125,135,34,9185,319,-78,397,126,0,239,0,1002,110,52,19,296,185,268,185
"75825",125480,37.150816,-95.09658,"muehlenbergii",141,127,32,9112,332,-58,390,191,18,254,18,1058,135,36,35,356,130,299,130
"75858",118202,36.853647,-82.332857,"muehlenbergii",120,128,38,7701,285,-51,336,198,74,216,17,1145,120,76,12,332,247,320,264
"75910",109026,40.694967,-73.397547,"muehlenbergii",115,90,27,8366,281,-43,324,97,7,221,7,1116,109,81,10,303,263,284,263
"76157",117218,37.591492,-90.161659,"muehlenbergii",123,132,34,8942,315,-72,387,123,2,235,2,1135,118,65,17,339,230,294,230
"76204",117618,37.640203,-86.74769,"muehlenbergii",133,124,33,8666,313,-52,365,132,196,241,16,1218,123,75,14,356,257,302,287
"76272",118864,36.687981,-91.017827,"muehlenbergii",133,144,36,8701,326,-65,391,134,196,242,16,1194,123,77,16,358,265,276,270
"76319",118911,37.169998,-91.330164,"muehlenbergii",133,145,36,8741,326,-71,397,135,13,241,13,1111,115,56,19,332,218,281,218
"76369",118961,37.420101,-92.004115,"muehlenbergii",127,136,34,8925,319,-76,395,127,5,237,5,1082,117,51,19,322,195,282,195
"76568",123525,35.876812,-86.549312,"muehlenbergii",145,130,37,8093,318,-30,348,142,204,247,38,1279,136,73,15,366,257,296,345
"76593",123550,35.728195,-86.252678,"muehlenbergii",142,132,38,7910,314,-33,347,140,200,241,37,1397,151,85,15,401,283,320,371
"76632",123850,36.176684,-92.447306,"muehlenbergii",143,142,36,8455,333,-53,386,144,29,249,29,1136,127,60,19,345,236,256,236
"76844",125770,36.133557,-87.2849,"muehlenbergii",140,140,38,8135,318,-46,364,139,199,241,30,1328,142,79,16,385,260,302,351
"76940",153413,32.048384,-90.960408,"muehlenbergii",179,130,41,6844,330,15,315,103,229,263,88,1433,156,81,21,429,253,294,425
"77021",131743,34.727432,-92.523878,"muehlenbergii",163,129,36,7913,336,-17,353,163,262,262,57,1326,138,82,18,406,272,272,307
"77040",26117,26.645763,-80.448669,"myrtifolia",230,116,54,3509,329,115,214,270,182,272,182,1426,216,51,50,576,171,557,171
"77041",26118,26.646101,-80.468232,"myrtifolia",230,116,53,3534,329,114,215,270,181,271,181,1418,215,50,50,577,169,558,169
"77042",26132,26.118713,-81.400887,"myrtifolia",232,114,53,3646,328,115,213,273,193,275,182,1340,244,37,67,648,127,606,131
"77043",26133,26.117477,-81.341149,"myrtifolia",232,114,53,3620,328,115,213,273,193,275,182,1341,246,37,67,647,127,601,131
"77044",26134,26.159608,-80.130464,"myrtifolia",240,89,48,3237,324,142,182,277,196,278,196,1524,226,59,45,552,191,519,191
"77045",26089,27.708656,-80.381865,"myrtifolia",227,99,48,3867,321,115,206,262,174,272,174,1293,180,47,39,488,187,477,187
"77046",25451,31.482977,-81.370201,"myrtifolia",192,108,38,6111,321,43,278,263,156,266,110,1289,175,58,35,496,212,471,260
"77048",25534,30.75,-87.769997,"myrtifolia",193,118,41,6190,326,42,284,268,154,268,110,1633,185,84,19,494,322,494,401
"77049",25535,30.659218,-87.746063,"myrtifolia",193,115,40,6191,325,43,282,265,154,268,111,1632,185,87,19,504,319,500,394
"77050",25536,30.75,-87.77,"myrtifolia",193,118,41,6190,326,42,284,268,154,268,110,1633,185,84,19,494,322,494,401
"77052",25650,30.4867,-87.469704,"myrtifolia",198,105,38,6108,324,54,270,269,160,272,117,1526,170,89,21,495,302,477,363
"77056",25655,30.45849,-88.619987,"myrtifolia",195,106,38,6175,323,50,273,266,156,270,113,1628,177,85,19,507,320,494,405
"77057",25656,30.48667,-87.46972,"myrtifolia",198,105,38,6108,324,54,270,269,160,272,117,1526,170,89,21,495,302,477,363
"77062",25757,30.706772,-87.38026,"myrtifolia",192,116,40,6211,325,42,283,268,154,268,110,1590,179,90,19,494,314,494,387
"77064",25800,30.241138,-84.883083,"myrtifolia",196,127,45,5913,327,45,282,265,161,268,117,1524,201,82,28,533,271,531,339
"77065",25829,30.047704,-83.602581,"myrtifolia",200,135,47,5704,332,47,285,269,167,269,124,1444,207,60,37,564,225,564,314
"77066",25858,30.14036,-84.375114,"myrtifolia",198,128,45,5844,329,47,282,269,163,269,120,1510,204,78,31,543,261,543,332
"77068",25860,29.810175,-84.799171,"myrtifolia",201,115,43,5747,323,57,266,268,168,270,124,1488,202,80,35,582,264,541,308
"77069",25861,30.170565,-84.403944,"myrtifolia",198,128,45,5880,329,46,283,269,162,269,120,1514,203,78,30,541,262,541,335
"77071",25863,29.953504,-85.22405,"myrtifolia",200,115,42,5846,324,55,269,268,166,271,122,1552,212,80,34,591,288,564,331
"77072",25864,30.305154,-85.625531,"myrtifolia",195,122,43,6007,324,45,279,268,159,268,115,1564,210,89,29,555,295,555,358
"77074",25866,30.05225,-84.455,"myrtifolia",199,126,45,5823,328,49,279,267,164,269,121,1509,205,80,32,549,261,546,327
"77075",25926,29.194751,-81.615332,"myrtifolia",211,122,47,4984,328,71,257,270,154,270,143,1304,180,57,41,519,198,519,229
"77076",25938,29.987116,-81.858147,"myrtifolia",204,121,44,5458,330,60,270,268,172,269,131,1299,189,55,41,517,198,516,245
"77078",25940,29.210503,-82.056665,"myrtifolia",208,131,49,5026,330,65,265,269,179,269,141,1320,188,55,41,534,198,534,237
"77080",25942,29.871216,-82.020965,"myrtifolia",201,126,46,5389,326,54,272,265,170,265,128,1323,198,58,42,535,196,535,261
"77081",25977,29.675741,-82.357224,"myrtifolia",204,129,47,5336,328,57,271,268,173,268,132,1330,199,57,41,541,189,541,276
"77082",25978,29.323601,-82.736534,"myrtifolia",206,136,50,5246,330,58,272,269,177,269,136,1387,217,51,47,587,192,587,274
"77083",25979,29.91734,-82.593023,"myrtifolia",202,136,48,5487,332,49,283,268,170,268,128,1310,196,52,41,537,191,537,274
"77084",26014,29.284456,-82.783463,"myrtifolia",207,136,50,5213,330,59,271,269,177,269,136,1352,211,50,47,571,189,571,268
"77085",26015,30.077927,-83.932785,"myrtifolia",199,131,46,5751,329,46,283,269,165,269,122,1466,203,67,33,547,243,547,326
"77088",26048,27.343521,-81.340802,"myrtifolia",223,131,53,4140,334,91,243,270,178,271,166,1210,203,42,58,561,143,516,159
"77092",26065,28.8528,-81.685303,"myrtifolia",214,121,47,4854,329,76,253,271,188,271,148,1222,170,53,42,495,180,495,221
"77093",26066,28.5,-81.449997,"myrtifolia",221,116,48,4531,329,90,239,273,169,273,158,1237,190,51,48,531,164,514,193
"77095",26068,28.763037,-81.710689,"myrtifolia",215,121,48,4789,329,78,251,271,190,271,150,1221,171,54,43,501,178,501,218
"77098",26071,28.85277,-81.68527,"myrtifolia",214,121,47,4854,329,76,253,271,188,271,148,1222,170,53,42,495,180,495,221
"77099",26084,29.474894,-81.286362,"myrtifolia",210,112,44,4960,325,76,249,268,155,269,143,1291,170,62,38,501,202,483,227
"77101",26086,27.385592,-80.88739,"myrtifolia",225,119,51,4007,329,100,229,271,182,272,170,1198,184,43,54,528,142,500,153
"77105",26094,30.208374,-81.713775,"myrtifolia",206,115,42,5556,332,64,268,271,144,273,132,1262,177,50,41,508,191,486,227
"77106",26095,29.469983,-81.160793,"myrtifolia",210,108,44,4923,322,78,244,267,156,268,143,1277,171,63,37,490,202,469,225
"77107",26098,29.777059,-81.296213,"myrtifolia",208,108,43,5056,322,74,248,267,151,267,139,1270,167,60,36,484,207,464,239
"77108",26130,27.079954,-80.398209,"myrtifolia",230,109,51,3637,326,116,210,273,180,273,180,1338,184,53,44,508,181,508,181
"77109",26131,26.868933,-81.941078,"myrtifolia",229,120,52,4006,332,105,227,275,185,275,174,1271,214,37,63,612,141,612,158
"77110",55919,31.302791,-89.441459,"myrtifolia",185,130,42,6603,334,25,309,113,189,268,98,1557,158,83,16,452,306,381,449
"77111",56292,29.900183,-82.5802,"myrtifolia",203,137,48,5487,332,49,283,269,171,269,129,1313,198,52,41,540,191,540,274
"77114",26090,30.354549,-81.420874,"myrtifolia",206,105,40,5540,329,69,260,271,144,272,132,1225,168,52,39,486,193,465,234
"77121",27252,26.944401,-80.072197,"myrtifolia",234,100,50,3462,324,127,197,275,186,275,186,1439,204,61,41,517,203,517,203
"77123",0,29.770398,-81.254491,"myrtifolia",209,269,140,1262,166,60,36,480,207,460,239,107,43,5080,323,75,248,268,153
"77125",0,30.4,-86.389999,"myrtifolia",196,271,0,1509,185,78,28,533,287,512,337,106,39,6201,320,51,269,268,158
"77127",0,28.170503,-82.845234,"myrtifolia",221,276,0,1315,213,54,50,589,201,549,225,109,46,4716,329,94,235,275,196
"77132",59340,16.574555,-96.927841,"sp1",182,151,72,1182,283,76,207,189,167,197,165,950,213,3,97,541,15,349,21
"77242",25777,31.885,-86.03111,"nigra",180,131,42,6679,330,20,310,106,186,263,91,1360,160,68,20,413,263,353,376
"77458",135881,33.895653,-86.938595,"nigra",160,135,39,7476,325,-13,338,76,215,253,60,1432,164,81,19,431,275,316,405
"77482",135947,33.720486,-86.321037,"nigra",160,135,40,7396,324,-11,335,77,214,252,61,1414,166,76,20,431,271,319,394
"77485",138216,33.318236,-85.824894,"nigra",154,135,41,7151,312,-17,329,74,207,243,58,1487,176,84,20,462,284,342,423
"77533",140126,32.601135,-85.709138,"nigra",171,131,41,6926,322,4,318,93,223,256,77,1425,170,72,22,444,268,343,411
"77681",154547,31.728857,-96.126973,"nigra",189,130,38,7072,354,19,335,226,276,276,94,1013,122,52,23,305,193,193,225
"77859",135110,33.460709,-86.384304,"nigra",166,137,41,7263,329,-4,333,85,219,257,69,1409,167,75,20,432,271,324,395
"78015",127812,34.767458,-80.309431,"nigra",158,130,39,7311,318,-10,328,250,111,250,61,1186,131,76,16,357,247,357,288
"78478",137964,33.092085,-84.053706,"nigra",167,134,41,6948,321,0,321,89,174,253,73,1267,142,70,19,389,235,319,362
"78490",137976,33.561915,-83.850531,"nigra",164,128,39,7138,321,0,321,85,169,253,69,1239,140,77,17,381,246,306,346
"78833",139493,33.735103,-87.977039,"nigra",160,142,40,7540,328,-19,347,115,215,253,58,1495,168,86,20,446,276,319,431
"78847",139507,34.865963,-88.325443,"nigra",155,135,38,7764,328,-20,348,155,210,252,52,1420,153,82,19,425,259,291,399
"78955",139620,34.816545,-88.268824,"nigra",156,135,38,7740,328,-19,347,157,212,252,53,1417,154,82,19,424,260,291,399
"79017",139683,34.315182,-88.358051,"nigra",160,137,39,7626,330,-14,344,160,215,255,58,1448,159,85,20,434,268,293,413
"79161",140473,32.967124,-83.147015,"nigra",177,140,42,6972,337,10,327,99,182,264,84,1158,124,62,19,354,214,311,331
"79258",140641,33.830924,-89.938123,"nigra",165,128,37,7657,331,-6,337,165,221,261,63,1419,153,75,21,424,246,291,396
"79260",140643,32.267929,-90.753637,"nigra",180,127,40,6989,331,15,316,101,231,266,86,1395,152,78,22,418,245,284,417
"79274",140660,32.528277,-90.609107,"nigra",176,124,39,7105,329,12,317,96,227,264,81,1382,151,77,22,414,239,285,411
"79568",141708,33.973338,-82.469172,"nigra",163,137,41,7241,327,-3,330,83,168,254,68,1191,127,78,15,356,242,306,325
"79728",141885,32.738967,-85.108398,"nigra",172,135,42,6977,327,6,321,94,223,259,79,1322,151,67,22,403,246,327,380
"79808",141969,34.67929,-82.037324,"nigra",158,135,40,7435,324,-8,332,76,162,252,61,1219,134,84,12,357,266,304,325
"79875",142040,32.125674,-85.291655,"nigra",180,131,41,6742,327,15,312,104,187,262,89,1292,149,60,21,394,235,337,368
"79878",142043,34.765965,-80.404653,"nigra",155,129,39,7309,317,-11,328,247,109,247,59,1195,130,78,16,356,250,356,290
"79923",142091,34.245934,-82.338602,"nigra",161,136,40,7320,327,-5,332,81,165,253,65,1190,129,80,14,353,251,299,322
"80006",144690,31.686399,-85.920169,"nigra",182,131,42,6624,329,22,307,108,188,263,94,1364,158,69,20,411,260,365,376
"80208",146018,32.315106,-89.199677,"nigra",173,136,41,7009,329,2,327,131,224,260,79,1446,160,84,20,436,274,321,420
"80427",146349,32.066344,-89.604298,"nigra",176,136,41,6880,330,6,324,135,226,261,84,1484,160,88,19,439,283,327,435
"80822",150650,31.693331,-88.002265,"nigra",180,142,44,6667,334,13,321,106,229,262,91,1529,175,78,20,463,290,373,439
"81206",151531,31.567953,-90.347136,"nigra",180,135,43,6666,332,19,313,107,229,263,92,1517,157,82,19,447,284,346,445
"81379",152432,31.640072,-85.301175,"nigra",183,128,42,6524,325,24,301,110,190,262,95,1373,152,63,21,417,248,377,390
"81422",153547,31.831496,-91.118971,"nigra",181,130,41,6784,333,20,313,182,231,266,91,1462,158,85,20,435,263,307,429
"81878",135573,33.804271,-79.748688,"nigra",172,134,41,6949,329,5,324,258,129,258,79,1220,146,63,25,415,227,415,276
"81973",135668,34.294627,-79.931006,"nigra",168,129,39,7213,326,1,325,259,122,259,73,1164,140,66,22,384,222,384,272
"82013",138807,33.011722,-81.310902,"nigra",179,136,42,6705,334,15,319,263,136,263,90,1217,140,62,24,409,216,409,291
"82019",138813,32.952745,-80.699878,"nigra",180,131,41,6583,329,17,312,262,139,262,92,1273,155,61,28,451,224,451,284
"82683",136608,33.49574,-92.350289,"nigra",166,134,38,7661,335,-14,349,168,221,262,63,1345,138,83,13,379,285,291,351
"82852",137168,33.056493,-93.284941,"nigra",172,132,38,7469,337,-2,339,173,227,265,72,1281,124,80,12,353,270,291,329
"83050",143989,32.580464,-92.684996,"nigra",176,130,38,7367,337,3,334,176,230,267,77,1352,146,78,16,387,267,287,373
"83152",144091,32.145626,-92.216151,"nigra",182,131,40,7026,338,17,321,88,232,269,88,1411,148,82,18,410,267,291,410
"83400",148766,31.368125,-94.410035,"nigra",185,132,40,6953,343,18,325,223,267,270,91,1216,129,72,15,339,259,267,323
"83679",149091,31.1133,-94.109149,"nigra",185,135,41,6797,341,17,324,223,236,268,92,1296,137,80,15,359,274,299,350
"83828",149264,31.408124,-93.431207,"nigra",182,136,41,6944,338,11,327,87,233,267,87,1360,149,89,15,385,282,311,385
"84209",152926,30.345125,-94.989644,"nigra",193,126,40,6556,341,32,309,257,154,273,104,1300,143,87,16,377,278,321,315
